Aired,Aired
2018-11-09,11/9/2018
2018-08-25,8/25/2018
2018-05-31,5/31/2018
2018-05-16,5/16/2018
2010-04-07,4/7/2010
2018-05-17,5/17/2018
1905-07-14,7/14/1905
2018-10-12,10/12/2018
2018-12-19,12/19/2018
2019-01-07,1/7/2019
2018-03-21,3/21/2018
2018-05-21,5/21/2018
2012-10-28,10/28/2012
2018-07-09,7/9/2018
2019-07-07,7/7/2019
2016-11-30,11/30/2016
2017-05-11,5/11/2017
2017-03-22,3/22/2017
2012-06-21,6/21/2012
2018-05-24,5/24/2018
2020-09-25,9/25/2020
2014-11-05,11/5/2014
2015-02-25,2/25/2015
2020-07-26,7/26/2020
2018-03-21,3/21/2018
2017-09-14,9/14/2017
2018-05-18,5/18/2018
2019-04-04,4/4/2019
2008-03-05,3/5/2008
2010-02-26,2/26/2010
2011-03-04,3/4/2011
2014-09-05,9/5/2014
2015-03-04,3/4/2015
2018-05-23,5/23/2018
2018-01-31,1/31/2018
2017-12-16,12/16/2017
2017-10-12,10/12/2017
2019-04-07,4/7/2019
2018-05-31,5/31/2018
2018-06-28,6/28/2018
2019-01-09,1/9/2019
2019-01-05,1/5/2019
2018-09-26,9/26/2018
2019-03-02,3/2/2019
2020-04-05,4/5/2020
2018-06-08,6/8/2018
2019-04-08,4/8/2019
2018-10-03,10/3/2018
2019-07-12,7/12/2019
2018-01-06,1/6/2018
2018-09-06,9/6/2018
2018-12-14,12/14/2018
2018-08-03,8/3/2018
2019-10-11,10/11/2019
2019-04-25,4/25/2019
2019-01-28,1/28/2019
2018-10-04,10/4/2018
2018-07-05,7/5/2018
2019-01-12,1/12/2019
2018-08-10,8/10/2018
2019-06-07,6/7/2019
2019-01-12,1/12/2019
2018-07-27,7/27/2018
2021-01-08,1/8/2021
2019-06-14,6/14/2019
2019-03-29,3/29/2019
2020-09-18,9/18/2020
2018-10-02,10/2/2018
2018-10-08,10/8/2018
2018-10-05,10/5/2018
2018-10-06,10/6/2018
2018-10-03,10/3/2018
2019-01-08,1/8/2019
2021-03-18,3/18/2021
2018-12-26,12/26/2018
2018-08-23,8/23/2018
2019-01-10,1/10/2019
2019-01-12,1/12/2019
2019-04-06,4/6/2019
2018-09-28,9/28/2018
2018-11-28,11/28/2018
2019-04-12,4/12/2019
2019-04-10,4/10/2019
2020-10-08,10/8/2020
1905-07-13,7/13/1905
2018-07-20,7/20/2018
2018-07-07,7/7/2018
2019-07-07,7/7/2019
2018-07-02,7/2/2018
2019-03-09,3/9/2019
2019-03-09,3/9/2019
2019-03-09,3/9/2019
2019-03-09,3/9/2019
1905-07-13,7/13/1905
2018-08-06,8/6/2018
2018-07-21,7/21/2018
2018-10-08,10/8/2018
2018-06-08,6/8/2018
2018-09-26,9/26/2018
2018-10-05,10/5/2018
2018-07-08,7/8/2018
2018-07-20,7/20/2018
2018-06-22,6/22/2018
2018-07-19,7/19/2018
2019-06-03,6/3/2019
2018-06-23,6/23/2018
2018-07-13,7/13/2018
2017-01-18,1/18/2017
2018-07-13,7/13/2018
2018-10-26,10/26/2018
2018-09-21,9/21/2018
2018-09-28,9/28/2018
2018-09-28,9/28/2018
2018-06-05,6/5/2018
2018-08-28,8/28/2018
2018-08-31,8/31/2018
2018-08-03,8/3/2018
2018-10-05,10/5/2018
2019-08-30,8/30/2019
2018-06-20,6/20/2018
2018-06-07,6/7/2018
2013-10-26,10/26/2013
2018-04-20,4/20/2018
2018-12-21,12/21/2018
2018-06-19,6/19/2018
2018-02-05,2/5/2018
2014-01-24,1/24/2014
2018-10-24,10/24/2018
2018-08-22,8/22/2018
2018-07-01,7/1/2018
2017-06-02,6/2/2017
2018-07-02,7/2/2018
2018-07-02,7/2/2018
2018-07-02,7/2/2018
2018-03-26,3/26/2018
2017-11-08,11/8/2017
2018-07-01,7/1/2018
2018-07-03,7/3/2018
2019-01-13,1/13/2019
2018-07-23,7/23/2018
2018-05-07,5/7/2018
2018-07-09,7/9/2018
2018-07-11,7/11/2018
2018-06-14,6/14/2018
2013-04-01,4/1/2013
2010-08-23,8/23/2010
2011-11-30,11/30/2011
2014-02-26,2/26/2014
2016-01-21,1/21/2016
2016-08-31,8/31/2016
2018-01-01,1/1/2018
2005-03-19,3/19/2005
2019-04-07,4/7/2019
2019-06-15,6/15/2019
2018-10-02,10/2/2018
2019-10-05,10/5/2019
2020-12-05,12/5/2020
2021-05-08,5/8/2021
2018-08-02,8/2/2018
2020-02-21,2/21/2020
2018-10-06,10/6/2018
2015-08-17,8/17/2015
2019-04-08,4/8/2019
2007-08-27,8/27/2007
2008-02-15,2/15/2008
1905-06-20,6/20/1905
2018-10-26,10/26/2018
2016-06-19,6/19/2016
2018-08-01,8/1/2018
2019-04-06,4/6/2019
2011-03-28,3/28/2011
2018-08-03,8/3/2018
2019-01-11,1/11/2019
2018-05-10,5/10/2018
2018-08-03,8/3/2018
2018-10-26,10/26/2018
2018-06-17,6/17/2018
2018-06-14,6/14/2018
2018-08-02,8/2/2018
1905-06-27,6/27/1905
2006-07-01,7/1/2006
2007-07-01,7/1/2007
2008-05-01,5/1/2008
2009-08-13,8/13/2009
2010-09-01,9/1/2010
2012-09-01,9/1/2012
2013-12-01,12/1/2013
2014-08-10,8/10/2014
2015-01-27,1/27/2015
2015-09-18,9/18/2015
2016-04-29,4/29/2016
2016-10-28,10/28/2016
1905-07-09,7/9/1905
2017-05-27,5/27/2017
2012-06-28,6/28/2012
2014-05-31,5/31/2014
2017-01-07,1/7/2017
2016-12-29,12/29/2016
2015-06-10,6/10/2015
2015-07-10,7/10/2015
2018-05-18,5/18/2018
2018-03-30,3/30/2018
2018-12-07,12/7/2018
2018-08-03,8/3/2018
2019-01-09,1/9/2019
2018-10-06,10/6/2018
2018-05-11,5/11/2018
2019-04-08,4/8/2019
1990-06-01,6/1/1990
2017-01-25,1/25/2017
2019-01-08,1/8/2019
2018-08-09,8/9/2018
2019-10-12,10/12/2019
2019-01-09,1/9/2019
2019-11-22,11/22/2019
2018-08-10,8/10/2018
2017-05-05,5/5/2017
1905-07-07,7/7/1905
2002-01-26,1/26/2002
2018-10-28,10/28/2018
2017-03-17,3/17/2017
2015-12-05,12/5/2015
2018-08-01,8/1/2018
2019-04-07,4/7/2019
2018-08-17,8/17/2018
2021-10-01,10/1/2021
1993-10-01,10/1/1993
1905-06-17,6/17/1905
2018-11-16,11/16/2018
2019-01-12,1/12/2019
2019-03-15,3/15/2019
2018-10-09,10/9/2018
2018-09-26,9/26/2018
2018-08-24,8/24/2018
2018-10-08,10/8/2018
2018-08-25,8/25/2018
2018-08-24,8/24/2018
2018-08-22,8/22/2018
2019-04-06,4/6/2019
2019-08-09,8/9/2019
2018-10-05,10/5/2018
2017-02-04,2/4/2017
2018-12-28,12/28/2018
2018-08-27,8/27/2018
2018-10-07,10/7/2018
2018-11-30,11/30/2018
2018-10-09,10/9/2018
2020-01-05,1/5/2020
2018-08-27,8/27/2018
2018-10-06,10/6/2018
2018-11-30,11/30/2018
2018-07-06,7/6/2018
2019-04-04,4/4/2019
2018-09-06,9/6/2018
2018-09-07,9/7/2018
2019-10-03,10/3/2019
2018-10-05,10/5/2018
2014-01-21,1/21/2014
1973-12-03,12/3/1973
2015-10-27,10/27/2015
2018-09-15,9/15/2018
2018-10-12,10/12/2018
2019-04-06,4/6/2019
2019-07-04,7/4/2019
2018-06-03,6/3/2018
2019-01-13,1/13/2019
2020-01-11,1/11/2020
2002-10-01,10/1/2002
2007-08-01,8/1/2007
1989-10-03,10/3/1989
2002-10-02,10/2/2002
2001-02-01,2/1/2001
1997-06-02,6/2/1997
1983-08-01,8/1/1983
2001-10-02,10/2/2001
2012-06-01,6/1/2012
2019-02-16,2/16/2019
1999-08-01,8/1/1999
1998-06-01,6/1/1998
1992-06-01,6/1/1992
2005-04-02,4/2/2005
1991-08-02,8/2/1991
1970-12-19,12/19/1970
2018-09-30,9/30/2018
1985-10-01,10/1/1985
1986-10-02,10/2/1986
2019-10-03,10/3/2019
2019-06-15,6/15/2019
2018-12-21,12/21/2018
2019-10-07,10/7/2019
2019-09-26,9/26/2019
2020-10-10,10/10/2020
1905-05-27,5/27/1905
1905-04-15,4/15/1905
2017-06-13,6/13/2017
2018-08-15,8/15/2018
2018-05-01,5/1/2018
2018-09-21,9/21/2018
2019-03-29,3/29/2019
2018-03-06,3/6/2018
2018-06-01,6/1/2018
2008-08-19,8/19/2008
2019-07-09,7/9/2019
2018-11-30,11/30/2018
2018-09-11,9/11/2018
2018-09-21,9/21/2018
2014-03-31,3/31/2014
2018-10-07,10/7/2018
2018-09-14,9/14/2018
1992-10-21,10/21/1992
2014-10-29,10/29/2014
1905-07-13,7/13/1905
1905-07-01,7/1/1905
2012-06-08,6/8/2012
1905-07-02,7/2/1905
2012-11-01,11/1/2012
2018-10-01,10/1/2018
2018-09-24,9/24/2018
2017-11-15,11/15/2017
2018-09-25,9/25/2018
2018-09-25,9/25/2018
2018-09-21,9/21/2018
2019-10-04,10/4/2019
2018-09-21,9/21/2018
2019-03-06,3/6/2019
2018-10-09,10/9/2018
2019-04-08,4/8/2019
2010-02-24,2/24/2010
1905-07-13,7/13/1905
2018-11-30,11/30/2018
2018-09-25,9/25/2018
2019-10-12,10/12/2019
2018-04-25,4/25/2018
2018-08-01,8/1/2018
2018-09-27,9/27/2018
2018-07-05,7/5/2018
2017-04-28,4/28/2017
2019-11-08,11/8/2019
2020-04-23,4/23/2020
2016-11-01,11/1/2016
2011-09-01,9/1/2011
2019-03-20,3/20/2019
2016-05-18,5/18/2016
2019-01-03,1/3/2019
2018-09-22,9/22/2018
2018-10-05,10/5/2018
2018-12-21,12/21/2018
2018-12-31,12/31/2018
2018-08-06,8/6/2018
2018-09-25,9/25/2018
2019-07-21,7/21/2019
1905-07-13,7/13/1905
2018-03-24,3/24/2018
2018-04-09,4/9/2018
2018-10-19,10/19/2018
2019-01-10,1/10/2019
2019-08-03,8/3/2019
2018-10-01,10/1/2018
2018-12-21,12/21/2018
2018-09-24,9/24/2018
2014-10-03,10/3/2014
2019-01-25,1/25/2019
2019-12-20,12/20/2019
2018-09-01,9/1/2018
2019-02-01,2/1/2019
2018-07-13,7/13/2018
2019-04-10,4/10/2019
2018-10-06,10/6/2018
2021-01-07,1/7/2021
2020-01-06,1/6/2020
2018-10-07,10/7/2018
2018-10-07,10/7/2018
2019-07-12,7/12/2019
2020-01-10,1/10/2020
2019-10-03,10/3/2019
2016-07-29,7/29/2016
2018-08-26,8/26/2018
2018-04-17,4/17/2018
2018-11-12,11/12/2018
2018-10-16,10/16/2018
2018-08-03,8/3/2018
2018-07-18,7/18/2018
2018-10-05,10/5/2018
2018-07-29,7/29/2018
2018-10-09,10/9/2018
2018-10-01,10/1/2018
2018-10-10,10/10/2018
2018-10-10,10/10/2018
2018-05-21,5/21/2018
2016-01-06,1/6/2016
2016-11-02,11/2/2016
2013-10-02,10/2/2013
2013-01-06,1/6/2013
2012-10-09,10/9/2012
2011-10-01,10/1/2011
2011-11-15,11/15/2011
2011-05-04,5/4/2011
2010-08-01,8/1/2010
2009-12-01,12/1/2009
2014-06-23,6/23/2014
2018-09-14,9/14/2018
2017-03-16,3/16/2017
2018-10-11,10/11/2018
2019-04-29,4/29/2019
2013-09-01,9/1/2013
2017-04-01,4/1/2017
2019-02-27,2/27/2019
2018-10-12,10/12/2018
2019-10-13,10/13/2019
2019-03-01,3/1/2019
2019-03-01,3/1/2019
1905-07-02,7/2/1905
1905-07-04,7/4/1905
2020-04-24,4/24/2020
2017-08-18,8/18/2017
2015-03-20,3/20/2015
2018-07-22,7/22/2018
2018-12-31,12/31/2018
2019-01-04,1/4/2019
2018-10-17,10/17/2018
2018-04-06,4/6/2018
2018-10-16,10/16/2018
2018-04-10,4/10/2018
2018-10-12,10/12/2018
2020-04-05,4/5/2020
2018-11-09,11/9/2018
2018-11-24,11/24/2018
2019-04-05,4/5/2019
2018-10-03,10/3/2018
2018-10-31,10/31/2018
2019-03-22,3/22/2019
2007-07-07,7/7/2007
2008-01-05,1/5/2008
2008-04-05,4/5/2008
2011-10-26,10/26/2011
2019-10-10,10/10/2019
2019-07-13,7/13/2019
2019-02-03,2/3/2019
2018-10-26,10/26/2018
1905-07-13,7/13/1905
2018-10-25,10/25/2018
2019-06-21,6/21/2019
2018-11-02,11/2/2018
2019-10-02,10/2/2019
2018-08-22,8/22/2018
2016-07-21,7/21/2016
2018-08-01,8/1/2018
2019-07-02,7/2/2019
2016-04-07,4/7/2016
2016-08-23,8/23/2016
2016-08-17,8/17/2016
2017-06-01,6/1/2017
2018-10-23,10/23/2018
2019-03-15,3/15/2019
2019-07-05,7/5/2019
2019-01-25,1/25/2019
2018-11-23,11/23/2018
2018-07-06,7/6/2018
2018-08-03,8/3/2018
2018-11-01,11/1/2018
2018-10-26,10/26/2018
2018-03-26,3/26/2018
2018-12-03,12/3/2018
2019-04-19,4/19/2019
2018-08-29,8/29/2018
2018-11-03,11/3/2018
1905-06-20,6/20/1905
1905-06-29,6/29/1905
2016-02-20,2/20/2016
1905-06-29,6/29/1905
2019-03-23,3/23/2019
2019-04-13,4/13/2019
2019-05-04,5/4/2019
2018-10-31,10/31/2018
2018-11-01,11/1/2018
2020-01-04,1/4/2020
2018-01-11,1/11/2018
2019-10-02,10/2/2019
2020-02-06,2/6/2020
2019-02-17,2/17/2019
2019-02-27,2/27/2019
2020-01-13,1/13/2020
2020-10-07,10/7/2020
2019-10-06,10/6/2019
2019-07-06,7/6/2019
2019-03-16,3/16/2019
2019-01-06,1/6/2019
2018-11-06,11/6/2018
2018-08-28,8/28/2018
2018-10-03,10/3/2018
2018-11-11,11/11/2018
2019-04-06,4/6/2019
2018-11-13,11/13/2018
2018-11-02,11/2/2018
2018-11-09,11/9/2018
2018-06-01,6/1/2018
2018-06-17,6/17/2018
2018-08-16,8/16/2018
2019-07-05,7/5/2019
2018-11-23,11/23/2018
2019-02-13,2/13/2019
2015-03-07,3/7/2015
1905-07-06,7/6/1905
2011-02-03,2/3/2011
2013-03-12,3/12/2013
2018-10-27,10/27/2018
2019-04-08,4/8/2019
2019-01-31,1/31/2019
2019-03-19,3/19/2019
2018-11-11,11/11/2018
2011-02-25,2/25/2011
2019-11-29,11/29/2019
2019-07-26,7/26/2019
2019-02-14,2/14/2019
2019-01-25,1/25/2019
1905-06-21,6/21/1905
2018-02-12,2/12/2018
2018-01-21,1/21/2018
2010-06-12,6/12/2010
2019-04-02,4/2/2019
2018-10-19,10/19/2018
2018-12-27,12/27/2018
2019-06-28,6/28/2019
2018-11-27,11/27/2018
2018-09-30,9/30/2018
2019-01-11,1/11/2019
2018-12-20,12/20/2018
2020-04-10,4/10/2020
2019-02-01,2/1/2019
2018-11-29,11/29/2018
2017-10-05,10/5/2017
1905-07-13,7/13/1905
2009-12-03,12/3/2009
2019-07-06,7/6/2019
2017-10-06,10/6/2017
2016-03-07,3/7/2016
2017-11-02,11/2/2017
2019-04-10,4/10/2019
2018-12-28,12/28/2018
2013-07-27,7/27/2013
2013-09-03,9/3/2013
2014-06-17,6/17/2014
2014-08-04,8/4/2014
2014-08-16,8/16/2014
2019-04-02,4/2/2019
2018-11-25,11/25/2018
1992-09-05,9/5/1992
2019-04-12,4/12/2019
2017-10-07,10/7/2017
2017-01-15,1/15/2017
2014-12-09,12/9/2014
2016-03-31,3/31/2016
2018-11-30,11/30/2018
2018-11-11,11/11/2018
2018-12-03,12/3/2018
2019-04-06,4/6/2019
2019-02-22,2/22/2019
2018-04-18,4/18/2018
2019-01-17,1/17/2019
2016-12-07,12/7/2016
2018-06-19,6/19/2018
2018-07-03,7/3/2018
2019-04-06,4/6/2019
2018-10-03,10/3/2018
2018-11-30,11/30/2018
2020-01-08,1/8/2020
2019-07-09,7/9/2019
2011-10-23,10/23/2011
2008-04-10,4/10/2008
2014-04-25,4/25/2014
2019-01-07,1/7/2019
2019-04-05,4/5/2019
2020-04-23,4/23/2020
2014-05-07,5/7/2014
2018-10-07,10/7/2018
2019-04-07,4/7/2019
2018-12-09,12/9/2018
2018-12-16,12/16/2018
2018-10-18,10/18/2018
2018-12-03,12/3/2018
2005-06-12,6/12/2005
2010-12-16,12/16/2010
2018-12-10,12/10/2018
2018-01-07,1/7/2018
2019-04-06,4/6/2019
2018-12-20,12/20/2018
2019-09-20,9/20/2019
2014-02-01,2/1/2014
2008-05-21,5/21/2008
2008-02-20,2/20/2008
2018-12-12,12/12/2018
2018-12-10,12/10/2018
2018-12-11,12/11/2018
2019-07-19,7/19/2019
2018-12-13,12/13/2018
2018-11-21,11/21/2018
2020-04-02,4/2/2020
2019-02-22,2/22/2019
2020-07-07,7/7/2020
2019-01-08,1/8/2019
2020-04-06,4/6/2020
1905-07-02,7/2/1905
1905-07-04,7/4/1905
2017-03-31,3/31/2017
2019-10-19,10/19/2019
2019-01-10,1/10/2019
2017-01-17,1/17/2017
2021-01-11,1/11/2021
2017-09-20,9/20/2017
2015-08-05,8/5/2015
2016-06-07,6/7/2016
2019-04-03,4/3/2019
2019-04-05,4/5/2019
1905-07-02,7/2/1905
1905-06-29,6/29/1905
1905-07-08,7/8/1905
2018-12-21,12/21/2018
2019-03-29,3/29/2019
2019-03-29,3/29/2019
1905-06-28,6/28/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-05-24,5/24/1905
1905-05-24,5/24/1905
1905-05-24,5/24/1905
1905-05-24,5/24/1905
1905-05-24,5/24/1905
1905-05-26,5/26/1905
1905-05-27,5/27/1905
1905-05-27,5/27/1905
1905-05-28,5/28/1905
2019-04-08,4/8/2019
2021-09-03,9/3/2021
2020-01-11,1/11/2020
2017-06-05,6/5/2017
2017-11-09,11/9/2017
2017-02-27,2/27/2017
2019-10-06,10/6/2019
2019-10-11,10/11/2019
1905-06-04,6/4/1905
2019-02-10,2/10/2019
2013-05-19,5/19/2013
2019-06-14,6/14/2019
2017-02-01,2/1/2017
2018-12-02,12/2/2018
2018-09-04,9/4/2018
2018-12-28,12/28/2018
2016-12-09,12/9/2016
2016-10-05,10/5/2016
2018-12-26,12/26/2018
2020-01-09,1/9/2020
2014-04-22,4/22/2014
1905-06-30,6/30/1905
2004-07-01,7/1/2004
2019-06-20,6/20/2019
2019-06-14,6/14/2019
2018-11-30,11/30/2018
2018-12-26,12/26/2018
2018-10-25,10/25/2018
2019-07-08,7/8/2019
2019-03-03,3/3/2019
2018-12-27,12/27/2018
2016-07-20,7/20/2016
2020-01-09,1/9/2020
2018-12-28,12/28/2018
2018-11-16,11/16/2018
2014-07-28,7/28/2014
2014-07-28,7/28/2014
2017-12-15,12/15/2017
1905-07-09,7/9/1905
2015-10-03,10/3/2015
2018-09-14,9/14/2018
2019-05-11,5/11/2019
2018-12-31,12/31/2018
2018-12-30,12/30/2018
2018-12-19,12/19/2018
2017-10-13,10/13/2017
2019-07-09,7/9/2019
2018-12-19,12/19/2018
2018-10-21,10/21/2018
2012-03-09,3/9/2012
2018-12-31,12/31/2018
2019-07-07,7/7/2019
2016-06-22,6/22/2016
2018-10-10,10/10/2018
2012-02-22,2/22/2012
2018-11-14,11/14/2018
2017-08-03,8/3/2017
2011-07-20,7/20/2011
2013-10-09,10/9/2013
2013-03-06,3/6/2013
2019-01-05,1/5/2019
2018-09-23,9/23/2018
2019-03-29,3/29/2019
2011-07-08,7/8/2011
2011-07-09,7/9/2011
2018-11-26,11/26/2018
2019-01-06,1/6/2019
2019-04-26,4/26/2019
2018-10-18,10/18/2018
2013-01-29,1/29/2013
2020-09-10,9/10/2020
2020-01-11,1/11/2020
2019-07-07,7/7/2019
2019-03-22,3/22/2019
2019-03-15,3/15/2019
2019-01-08,1/8/2019
2019-05-24,5/24/2019
2019-05-24,5/24/2019
2019-01-10,1/10/2019
2019-01-10,1/10/2019
2019-06-28,6/28/2019
2019-02-21,2/21/2019
2019-01-15,1/15/2019
2014-10-05,10/5/2014
2019-01-12,1/12/2019
2018-12-01,12/1/2018
2019-07-05,7/5/2019
2020-01-12,1/12/2020
2013-10-25,10/25/2013
1987-10-20,10/20/1987
2019-01-28,1/28/2019
2020-10-08,10/8/2020
2019-01-27,1/27/2019
2019-07-03,7/3/2019
2019-01-15,1/15/2019
1990-03-23,3/23/1990
2019-01-10,1/10/2019
2019-10-02,10/2/2019
2019-04-11,4/11/2019
2017-08-14,8/14/2017
2015-07-02,7/2/2015
2015-11-11,11/11/2015
2016-08-30,8/30/2016
2009-03-18,3/18/2009
2011-02-07,2/7/2011
2011-02-15,2/15/2011
2019-04-07,4/7/2019
2019-04-06,4/6/2019
2019-01-18,1/18/2019
2018-03-26,3/26/2018
1905-07-02,7/2/1905
2008-01-01,1/1/2008
2020-04-06,4/6/2020
2017-10-12,10/12/2017
2019-01-18,1/18/2019
2019-05-31,5/31/2019
2019-04-08,4/8/2019
2019-01-24,1/24/2019
2019-01-24,1/24/2019
2019-07-04,7/4/2019
2019-05-26,5/26/2019
2019-07-12,7/12/2019
1973-06-13,6/13/1973
2014-04-05,4/5/2014
2019-04-04,4/4/2019
2019-01-15,1/15/2019
1979-02-06,2/6/1979
2028-04-27,4/27/2028
2019-04-26,4/26/2019
2012-11-29,11/29/2012
2019-01-30,1/30/2019
1905-06-29,6/29/1905
2017-12-15,12/15/2017
2015-03-25,3/25/2015
1905-07-04,7/4/1905
2018-09-14,9/14/2018
2018-12-26,12/26/2018
2010-07-11,7/11/2010
2019-01-31,1/31/2019
1905-06-30,6/30/1905
2010-04-01,4/1/2010
2013-08-01,8/1/2013
1905-07-10,7/10/1905
1905-07-09,7/9/1905
2007-02-21,2/21/2007
2003-07-30,7/30/2003
2005-07-20,7/20/2005
2003-03-29,3/29/2003
2019-02-10,2/10/2019
2019-01-29,1/29/2019
2018-06-12,6/12/2018
2018-08-03,8/3/2018
2019-01-30,1/30/2019
2016-09-30,9/30/2016
2019-03-10,3/10/2019
1976-08-06,8/6/1976
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
1905-06-27,6/27/1905
2006-09-05,9/5/2006
2007-07-01,7/1/2007
2008-01-06,1/6/2008
2010-02-05,2/5/2010
2010-06-18,6/18/2010
2011-01-11,1/11/2011
2011-04-01,4/1/2011
2012-08-17,8/17/2012
2013-03-18,3/18/2013
2014-11-26,11/26/2014
2017-03-11,3/11/2017
2018-10-25,10/25/2018
1905-07-04,7/4/1905
2005-02-03,2/3/2005
2019-02-06,2/6/2019
1905-05-27,5/27/1905
1905-06-03,6/3/1905
1993-02-15,2/15/1993
1993-02-15,2/15/1993
1905-06-09,6/9/1905
1905-06-09,6/9/1905
1994-09-02,9/2/1994
1994-09-02,9/2/1994
1905-06-10,6/10/1905
2017-07-13,7/13/2017
2017-10-10,10/10/2017
2017-11-29,11/29/2017
2021-03-26,3/26/2021
2016-02-25,2/25/2016
2014-06-30,6/30/2014
2017-08-31,8/31/2017
2017-04-07,4/7/2017
2016-12-02,12/2/2016
2021-06-25,6/25/2021
2019-04-14,4/14/2019
2014-08-19,8/19/2014
2014-08-13,8/13/2014
2014-04-01,4/1/2014
2014-11-03,11/3/2014
2019-10-14,10/14/2019
2020-01-14,1/14/2020
2018-07-12,7/12/2018
2017-12-13,12/13/2017
2019-01-24,1/24/2019
1905-06-29,6/29/1905
1905-07-10,7/10/1905
2019-02-06,2/6/2019
1905-07-09,7/9/1905
2019-10-12,10/12/2019
2019-10-10,10/10/2019
2019-10-05,10/5/2019
2018-07-17,7/17/2018
2019-07-03,7/3/2019
2019-07-01,7/1/2019
2014-01-18,1/18/2014
2013-05-10,5/10/2013
2015-07-01,7/1/2015
2015-03-20,3/20/2015
2016-10-19,10/19/2016
2019-02-05,2/5/2019
2006-10-01,10/1/2006
2013-10-01,10/1/2013
2012-03-01,3/1/2012
1905-06-29,6/29/1905
2019-02-06,2/6/2019
1978-08-01,8/1/1978
1980-08-07,8/7/1980
1982-04-06,4/6/1982
2018-08-08,8/8/2018
2017-07-02,7/2/2017
2014-03-07,3/7/2014
2018-06-12,6/12/2018
2014-01-02,1/2/2014
2019-07-15,7/15/2019
2019-02-07,2/7/2019
2018-06-25,6/25/2018
2019-02-07,2/7/2019
1971-02-03,2/3/1971
1905-06-09,6/9/1905
1997-06-10,6/10/1997
1905-06-16,6/16/1905
2019-01-13,1/13/2019
2017-12-08,12/8/2017
2019-08-23,8/23/2019
2019-02-17,2/17/2019
2017-11-25,11/25/2017
2018-06-04,6/4/2018
2019-05-11,5/11/2019
2018-12-01,12/1/2018
2021-07-01,7/1/2021
2019-04-05,4/5/2019
2019-11-08,11/8/2019
2010-07-16,7/16/2010
2014-10-03,10/3/2014
1905-06-15,6/15/1905
1905-06-18,6/18/1905
1992-04-22,4/22/1992
1905-06-13,6/13/1905
2019-02-12,2/12/2019
2016-04-12,4/12/2016
1905-06-24,6/24/1905
1905-06-21,6/21/1905
1905-06-21,6/21/1905
1905-06-14,6/14/1905
1905-06-16,6/16/1905
2004-12-28,12/28/2004
1905-06-10,6/10/1905
1990-07-27,7/27/1990
2019-04-02,4/2/2019
2012-02-14,2/14/2012
2019-08-02,8/2/2019
2017-07-19,7/19/2017
2019-04-05,4/5/2019
2010-09-16,9/16/2010
2012-11-28,11/28/2012
2019-04-05,4/5/2019
2003-06-11,6/11/2003
1905-06-29,6/29/1905
2007-10-20,10/20/2007
2008-05-03,5/3/2008
2011-06-30,6/30/2011
2020-04-07,4/7/2020
2008-03-16,3/16/2008
2008-10-28,10/28/2008
2004-06-30,6/30/2004
2008-12-28,12/28/2008
2009-03-30,3/30/2009
2020-04-01,4/1/2020
2019-07-05,7/5/2019
2009-11-10,11/10/2009
2009-09-20,9/20/2009
1905-06-07,6/7/1905
1905-06-12,6/12/1905
1905-06-12,6/12/1905
1905-06-08,6/8/1905
2017-07-17,7/17/2017
2017-08-25,8/25/2017
2007-05-25,5/25/2007
2007-01-25,1/25/2007
2017-04-28,4/28/2017
2016-10-20,10/20/2016
2014-03-11,3/11/2014
2015-05-27,5/27/2015
2019-07-04,7/4/2019
2019-03-06,3/6/2019
2019-07-08,7/8/2019
2005-07-31,7/31/2005
2012-02-24,2/24/2012
1905-06-26,6/26/1905
1905-06-25,6/25/1905
2005-12-27,12/27/2005
2005-07-22,7/22/2005
2019-02-16,2/16/2019
2017-12-03,12/3/2017
2019-04-08,4/8/2019
2019-03-01,3/1/2019
1905-06-14,6/14/1905
1994-09-15,9/15/1994
1990-09-15,9/15/1990
1905-06-28,6/28/1905
1905-06-27,6/27/1905
1905-06-28,6/28/1905
2019-05-10,5/10/2019
1905-06-09,6/9/1905
1905-06-21,6/21/1905
1905-06-19,6/19/1905
2019-10-02,10/2/2019
2019-04-03,4/3/2019
1905-06-15,6/15/1905
1999-06-11,6/11/1999
1999-07-20,7/20/1999
1905-06-27,6/27/1905
2004-05-29,5/29/2004
2005-09-01,9/1/2005
2017-08-31,8/31/2017
2019-02-22,2/22/2019
1905-06-03,6/3/1905
1905-06-05,6/5/1905
1997-02-20,2/20/1997
1995-12-19,12/19/1995
1905-06-13,6/13/1905
1905-06-15,6/15/1905
1995-02-01,2/1/1995
1905-06-17,6/17/1905
2019-02-02,2/2/2019
1905-06-13,6/13/1905
2019-11-22,11/22/2019
1997-09-01,9/1/1997
2013-12-04,12/4/2013
2020-01-03,1/3/2020
2019-05-31,5/31/2019
2018-09-27,9/27/2018
2018-08-31,8/31/2018
2018-07-30,7/30/2018
2017-09-13,9/13/2017
2019-02-27,2/27/2019
1905-06-12,6/12/1905
1905-06-07,6/7/1905
1905-05-25,5/25/1905
1905-06-04,6/4/1905
2019-01-25,1/25/2019
2019-04-26,4/26/2019
2019-03-01,3/1/2019
